eval_name,template_path,case_id,criterion,model_label,provider,model,pass,reason
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","async-queue","Response contains a TypeScript class definition with a generic type parameter <T>","claude/opus","claude","opus",true,"The output contains `export default class AsyncQueueImpl<T> implements AsyncQueue<T>` which is a TypeScript class definition with a generic type parameter `<T>`."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","async-queue","The enqueue method returns a QueueItem<T> with an id that is a numeric string and an enqueuedAt field set to a number (Date.now() or equivalent)","claude/opus","claude","opus",true,"The enqueue method creates a QueueItem with id set to String(this.nextId++) (a numeric string like ""1"", ""2"", etc.) and enqueuedAt set to Date.now() (a number), fully satisfying both requirements."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","async-queue","The dequeue method removes and returns the oldest item — the implementation uses FIFO ordering (first-in, first-out), not LIFO","claude/opus","claude","opus",true,"The implementation uses `push()` to enqueue at the tail and `shift()` to dequeue from the head, which is correct FIFO ordering — the oldest item (first pushed) is the first removed."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","async-queue","No use of `any` type — all method signatures use the generic parameter T or concrete types from the interface","claude/opus","claude","opus",true,"All method signatures in both the interface and class implementation use only the generic parameter T (e.g., `enqueue(payload: T): QueueItem<T>`), concrete types (`string`, `number`, `void`), or derived generic types (`QueueItem<T>`, `QueueItem<T> | undefined`), with no `any` type appearing anywhere in the code."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","async-queue","The class is exported as the default export with no additional named exports","claude/opus","claude","opus",false,"The code includes two additional named exports (`export interface QueueItem<T>` and `export interface AsyncQueue<T>`) alongside the default export, violating the ""no additional named exports"" requirement — the output even acknowledges this tension in the notes."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","retry-with-backoff","Response exports `withRetry` as a named export (not a default export)","claude/opus","claude","opus",true,"The function is declared as `export async function withRetry` — a named export — and there is no `export default` anywhere in the code; the explanation even explicitly states ""Named export only."""
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","retry-with-backoff","The implementation calls fn() inside a try-catch and re-calls it on failure — not calling fn once and branching on a result","claude/opus","claude","opus",true,"fn() is called inside a try block on every loop iteration, and failures are caught in the catch block which either rethrows or continues the loop to re-invoke fn() on the next iteration — there is no single call with result branching."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","retry-with-backoff","Exponential backoff is implemented: each retry delay multiplies by backoffFactor (e.g. delay = initialDelayMs * backoffFactor^attempt or equivalent)","claude/opus","claude","opus",true,"The implementation initializes `currentDelay = initialDelayMs` and multiplies it by `backoffFactor` after each retry (`currentDelay *= backoffFactor`), producing delays of `initialDelayMs`, `initialDelayMs * backoffFactor`, `initialDelayMs * backoffFactor²`, etc., which is equivalent to `initialDelayMs * backoffFactor^(attempt-1)`."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","retry-with-backoff","The shouldRetry predicate is respected — when it returns false the error is rethrown immediately without further retries","claude/opus","claude","opus",true,"The condition `(shouldRetry && !shouldRetry(err))` causes an immediate `throw err` before the `await delay(...)` call, so when shouldRetry returns false the error is rethrown without any wait or further retry attempt."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","retry-with-backoff","The generic type parameter T is preserved end-to-end — the return type is Promise<T> (explicit or inferrable)","claude/opus","claude","opus",true,"The function is declared as `withRetry<T>(fn: AsyncFn<T>, opts: RetryOptions): Promise<T>` with an explicit `Promise<T>` return type annotation, and `AsyncFn<T>` is defined as `() => Promise<T>`, so T flows from the input function through to the return type without any `any` usage."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","typed-event-emitter","Response exports `EventEmitter` as a named class export (not a default export)","claude/opus","claude","opus",false,"The class is declared with `export class EventEmitter` (named export), but the file also includes `export default EventEmitter` at the bottom, which violates the criterion's explicit ""not a default export"" requirement."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","typed-event-emitter","The once() method auto-removes the handler after the first call — the implementation does not require the caller to call off() manually","claude/opus","claude","opus",true,"In the `emit()` method, before invoking each handler, it checks `if (entry.once)` and calls `this.off()` to remove the handler automatically, so handlers registered via `once()` are removed after their first invocation without any manual `off()` call from the caller."
"code-generation-quality","/Users/coston/code/executant/src/prompts/eval-code-generation.txt","typed-event-emitter","The off() method performs reference equality comparison to find and remove the correct handler","claude/opus","claude","opus",true,"The off() method uses `entry.handler !== handler` in the filter call, which is JavaScript's strict reference equality (`!==`), keeping only entries whose handler reference does not match the provided handler reference."
